"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r164","الاتحاد","الاتحاد","al-Ittiḥād","ar","ota","1880","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r165","المصباح","المصباح","al-Miṣbāḥ","ar","NA","1880-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","T"
"jaraid:t1r161","العصر الجديد","العصر الجديد","al-ʿAṣr al-Jadīd","ar","NA","1880-01-08","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r169","المستقل","المستقل","al-Mustaqill","ar","NA","1880-03-28","","geon:2525473","Cagliari, Sardinia","كالياري","Cagliari, Sardinia","39.23054","9.11917","F","F"
"jaraid:t1r162","الحقوق","الحقوق","al-Ḥuqūq","ar","NA","1880-04-16","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r158","ابو صفارة","ابو صفارة","Abū Ṣaffāra","ar","NA","1880-06-04","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r159","ابو زمارة","ابو زمارة","Abū Zammāra","ar","NA","1880-07-17","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r171","نشرة الشركة الزراعية المصرية","نشرة الشركة الزراعية المصرية","Nashrat al-Sharika al-Zirāʿiyya al-Miṣriyya","ar","NA","1880-12-31","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r177","الاحكام العدلية","الاحكام العدلية","al-Aḥkām al-ʿAdliyya","ar","NA","1881","","","","","","","","F","F"
"jaraid:t1r181","البستان","البستان","al-Bustān","ar","NA","1881","","geon:2507480","Algiers","الجزائر","Algiers","36.73225","3.08746","F","F"
"jaraid:t1r186","الاتحاد العربي","الاتحاد العربي","al-Ittiḥād al-ʿArabī","ar","NA","1881","","geon:2643743","London","لندن","London","51.50853","-0.12574","F","F"
"jaraid:t1r192","المخير","المخير","al-Mukhayyir","ar","NA","1881","","geon:2507480","Algiers","الجزائر","Algiers","36.73225","3.08746","F","F"
"jaraid:t1r193","المنصف","المنصف","al-Munṣif","ar","NA","1881","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","F"
"jaraid:t1r196","النجاح","النجاح","al-Najāḥ","ar","NA","1881","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r199","التودد","التودد","al-Tawaddud","ar","NA","1881","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","F"
"jaraid:t1r190","مفرح القلوب","مفرح القلوب","Mufarriḥ al-Qulūb","ar","NA","1881","","geon:1275004","Calcutta","كلكتا","Calcutta","22.56263","88.36304","F","F"
"jaraid:t1r195","منتخبات الرائد التونسي الرسمية","منتخبات الرائد التونسي الرسمية","Muntakhabāt al-Rāʾid al-Tūnisī al-Rasmiyya","ar","NA","1881","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r864","شمس الاخبار","شمس الاخبار","Shams al-Akhbār","ar","NA","1881","","geon:11495534","Madras","Madras","Madras","18.29112","-77.44875","F","F"
"jaraid:t1r200","توفيق","توفيق","Tawfīq","ar","NA","1881","","geon:357994","Egypt","مصر","Egypt","27","30","F","F"
"jaraid:t1r178","اخبار طبية","اخبار طبية","Akhbār Ṭibbiyya","ar","NA","1881","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r182","الفلاح","الفلاح","al-Fallāḥ","ar","fr","1881","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r187","الاتحاد المصري","الاتحاد المصري","al-Ittiḥād al-Miṣrī","ar","fr fr","1881-01-02","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r188","الخلافة","الخلافة","al-Khilāfa","ar","NA","1881-01-03","","geon:2643743","London","لندن","London","51.50853","-0.12574","T","F"
"jaraid:t1r184","الحاوي","الحاوي","al-Ḥāwī","ar","NA","1881-02-05","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r183","الغيرة","الغيرة","al-Ghayra","ar","fa","1881-02-10","","geon:2643743","London","لندن","London","51.50853","-0.12574","F","F"
"jaraid:t1r176","ابو نظارة","ابو نظارة","Abou-Naddara","ar","fr","1881-04-08","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r179","البصير البسر /","البصير البسر /","al-Baṣīr / al-Bassir","ar","NA","1881-04-21","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r194","المنتخب","المنتخب","al-Muntakhab","ar","NA","1881-05-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r180","البرهان","البرهان","al-Burhān","ar","NA","1881-05-05","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r198","التنكيت والتبكيت","التنكيت والتبكيت","al-Tankīt wa-l-Tabkīt","ar","NA","1881-06-06","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r185","الحجاز","الحجاز","al-Ḥijāz","ar","NA","1881-07-21","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r189","مصر","مصر","Miṣr","ar","NA","1881-10-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r191","المفيد","المفيد","al-Mufīd","ar","NA","1881-10-12","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r197","الطائف","الطائف","al-Ṭāʾif","ar","NA","1881-11-20","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r205","الفسطاط","الفسطاط","al-Fusṭāṭ","ar","NA","1882","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r215","السفير","السفير","al-Safīr","ar","NA","1882","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r204","دليل البشير","دليل البشير","Dalīl al-Bashīr","ar","NA","1882","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r214","روضة الاسكندرية","روضة الاسكندرية","Rawḍat al-Iskandariyya","ar","NA","1882","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r213","النشرة السنوية عن التجارة الخارجية","النشرة السنوية عن التجارة الخارجية","al-Nashra al-Sanawiyya ʿan al-Tijāra al-Khārijiyya","ar","NA","1882","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r216","الزمان","الزمان","al-Zamān","ar","NA","1882-03-06","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r202","Abou-Naddara Zarka","Abou-Naddara Zarka","Abou-Naddara Zarka","ar","NA","1882-04-01","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r210","الشرق","الشرق","Mirʾāt al-Sharq","ar","NA","1882-04-06","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r211","المنتخب","المنتخب","al-Muntakhab","ar","fr","1882-04-23","","geon:2501152","Constantine","قسنطينة","Constantine","36.365","6.61472","T","F"
"jaraid:t1r206","الحضارة","الحضارة","al-Ḥaḍāra","ar","NA","1882-05-22","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r208","كوكب المشرق","كوكب المشرق","Kawkab al-Mashriq","ar","fr","1882-06-01","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r212","نجم المشرق","نجم المشرق","Najm al-Mashriq","ar","fr","1882-06-01","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r203","الاحوال","الاحوال","al-Aḥwāl","ar","NA","1882-06-09","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r207","الاعتدال","الاعتدال","al-Iʿtidāl","ar","NA","1882-07-31","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r209","مدرسة الفنون","مدرسة الفنون","Madrasat al-Funūn","ar","ota","1882-12-25","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
"jaraid:t1r226","الشرق","الشرق","al-Sharq","ar","NA","1883","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r227","التقدم المصري","التقدم المصري","al-Taqaddum al-Miṣrī","ar","NA","1883","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r222","كوكب الشرق","كوكب الشرق","Kawkab al-Sharq","ar","NA","1883","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","F"
"jaraid:t1r224","الشرق","الشرق","Mirʾāt al-Sharq","ar","NA","1883","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r220","الهدية","الهدية","al-Hadiyya","ar","NA","1883-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r225","المبصر","المبصر","al-Mubaṣṣir","ar","fr","1883-01-28","","geon:2501152","Constantine","قسنطينة","Constantine","36.365","6.61472","T","F"
"jaraid:t1r219","البرهان","البرهان","al-Burhān","ar","NA","1883-02-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r844","الشام : محاضرات ومقتطفات","الشام : محاضرات ومقتطفات","al-Shām: Muḥāḍarāt wa-Muqtaṭafāt","ar","NA","1883-02-12","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r218","الانباء","الانباء","al-Anbāʾ","ar","NA","1883-08-09","","geon:3174659","Livorno","ليفورنو","Livorno","43.54427","10.32615","F","F"
"jaraid:t1r221","الاعتدال","الاعتدال","al-Iʿtidāl","ar","ota","1883-08-29","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
"jaraid:t1r223","لبان الالباب","لبان الالباب","Lubān al-Albāb","ar","NA","1883-09-12","","oape:413","Kiftīn ( Lebanon )","كفتين (لبنان)","Kiftīn ( Lebanon )","NA","NA","F","F"
"jaraid:t1r228","الوطني المصري","الوطني المصري","al-Waṭanī al-Miṣrī","ar","en","1883-09-29","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r232","الانسان","الانسان","al-Insān","ar","NA","1884","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
"jaraid:t1r238","الشمس","الشمس","al-Shams","ar","jrb","1884","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r243","الزمان","الزمان","al-Zamān","ar","NA","1884","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r240","الطبيب","الطبيب","al-Ṭabīb","ar","NA","1884","","","","","","","","T","T"
"jaraid:t1r234","لسان العرب","لسان العرب","Lisān al-ʿArab","ar","NA","1884","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r230","ابو نظارة","ابو نظارة","Abū Naẓẓāra","ar","fr","1884-01-19","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","F","T"
"jaraid:t1r231","البيان","البيان","al-Bayān","ar","NA","1884-03-13","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r242","العروة الوثقى","العروة الوثقى","al-ʿUrwa al-Wuthqā","ar","NA","1884-03-13","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","F"
"jaraid:t1r235","المحروسة","المحروسة","al-Maḥrūsa","ar","NA","1884-04-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","T","F"
"jaraid:t1r237","النحلة","النحلة","al-Naḥla","ar","NA","1884-04-26","","geon:2643743","London","لندن","London","51.50853","-0.12574","F","F"
"jaraid:t1r241","التيمس المصري","التيمس المصري","al-Tayms al-Miṣrī","ar","en fr","1884-08-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r236","المبشر","المبشر","al-Mubashshir","ar","jrb","1884-09-01","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r239","سلسلة الفكاهات في اطايب الروايات","سلسلة الفكاهات في اطايب الروايات","Silsilat al-Fukāhāt fī Aṭāyib al-Riwāyāt","ar","NA","1884-11-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r233","كوكب العلم","كوكب العلم","Kawkab al-ʿIlm","ar","NA","1884-12-13","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r246","اخبار طبية","اخبار طبية","Akhbār Ṭibbiyya","ar","NA","1885","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r256","القاهرة الحرة","القاهرة الحرة","al-Qāhira al-Ḥurra","ar","NA","1885","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r257","السلام","السلام","al-Salām","ar","NA","1885","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
"jaraid:t1r254","النشرة الرسمية لمصلحة البريد النشرة البريدية","النشرة الرسمية لمصلحة البريد النشرة البريدية","al-Nashra al-Rasmiyya li-Maṣlaḥat al-Barīd","ar","NA","1885","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r248","ديوان الفكاهة","ديوان الفكاهة","Dīwān al-Fukāha","ar","NA","1885-01-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","T","F"
"jaraid:t1r245","ابو نظارة زرقا","ابو نظارة زرقا","Abou Naddara","ar","fr","1885-01-10","","geon:2988507","Paris","باريز","Paris","48.85341","2.3488","T","T"
"jaraid:t1r252","كوكب العلم","كوكب العلم","Kawkab al-ʿIlm","ar","NA","1885-01-13","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r247","الاعلام","الاعلام","al-Aʿlām","ar","NA","1885-02-11","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r258","الشمس","الشمس","al-Shams","ar","en he jrb","1885-02-22","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","T","F"
"jaraid:t1r249","الفلاح","الفلاح","al-Fallāḥ","ar","NA","1885-10-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r251","الحقوق","الحقوق","al-Ḥuqūq","ar","NA","1885-10-10","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r253","المبشر الصادق","المبشر الصادق","al-Mubashshir al-Ṣādiq","ar","jrb","1885-10-23","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r255","القاهرة ( الحرة )","القاهرة ( الحرة )","al-Qāhira (al-Ḥurra)","ar","NA","1885-11-23","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","F"
"jaraid:t1r250","الحقائق","الحقائق","al-Ḥaqāʾiq","ar","NA","1885-12-08","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","T","F"
